Time,Amount,Class
97039.0,81.9,0
97039.0,15.58,0
97036.0,42.9,0
97036.0,3.8,0
97031.0,32.25,0
97030.0,30.0,0
97029.0,14.88,0
97028.0,95.0,0
97027.0,1034.19,0
97024.0,1.51,0
97022.0,25.81,0
97018.0,0.77,0
97017.0,152.08,0
97015.0,6.71,0
97015.0,89.99,0
97013.0,57.0,0
97011.0,10.62,0
97003.0,16.1,0
97001.0,10.0,0
96998.0,264.82,0
96997.0,9.99,0
96995.0,4.0,0
96994.0,2.38,0
96992.0,79.54,0
96992.0,66.0,0
96986.0,7.0,0
96982.0,4.92,0
96979.0,80.7,0
96979.0,50.0,0
96979.0,70.11,0
96977.0,0.91,0
96977.0,2.49,0
96975.0,55.0,0
96973.0,9.88,0
96973.0,1.55,0
96973.0,214.8,0
96970.0,74.91,0
96970.0,27.93,0
96970.0,35.45,0
96966.0,106.0,0
96965.0,41.01,0
96963.0,16.5,0
96959.0,17.3,0
96955.0,744.2,0
96953.0,26.97,0
96953.0,5.65,0
96953.0,4.15,0
96952.0,19.92,0
96949.0,5.94,0
96946.0,98.4,0
96944.0,4.9,0
96944.0,123.52,0
96943.0,2.69,0
96940.0,29.32,0
96939.0,14.51,0
96937.0,18.42,0
96922.0,39.6,0
96922.0,6.03,0
96920.0,7.86,0
96918.0,5.49,0
96918.0,12.8,0
96916.0,135.3,0
96914.0,2.62,0
96914.0,10.55,0
96914.0,14.99,0
96913.0,583.34,0
96913.0,11.93,0
96912.0,1.24,0
96911.0,8.99,0
96910.0,48.9,0
96908.0,5.9,0
96907.0,9.84,0
96907.0,4.06,0
96904.0,20.0,0
96895.0,16.68,0
96891.0,10.22,0
96889.0,69.23,0
96889.0,9.8,0
96880.0,60.69,0
96879.0,500.0,0
96874.0,77.0,0
96874.0,3.85,0
96870.0,15.0,0
96869.0,9.46,0
96866.0,3.3,0
96864.0,13.2,0
96864.0,30.75,0
96863.0,8.92,0
96863.0,36.25,0
96862.0,16.99,0
96862.0,122.25,0
96861.0,30.34,0
96861.0,15.0,0
96859.0,14.37,0
96848.0,141.68,0
96848.0,74.91,0
96844.0,84.5,0
96843.0,12.02,0
96841.0,3.15,0
96838.0,14.69,0
96838.0,32.5,0
96838.0,40.54,0
96834.0,27.82,0
96831.0,9.8,0
96830.0,8.01,0
96827.0,14.7,0
96822.0,5.12,0
96822.0,48.0,0
96821.0,9.12,0
96819.0,81.58,0
96816.0,3.3,0
96815.0,10.25,0
96815.0,14.12,0
96814.0,2.24,0
96812.0,0.89,0
96812.0,24.95,0
96809.0,23.0,0
96805.0,9.8,0
96805.0,29.99,0
96804.0,9.8,0
96800.0,4.0,0
96798.0,47.97,0
96793.0,22.5,0
96792.0,11.0,0
96791.0,6.03,0
96791.0,80.4,0
96787.0,18.08,0
96786.0,0.89,0
96783.0,392.58,0
96781.0,24.78,0
96779.0,30.23,0
96777.0,12.22,0
96775.0,19.0,0
96774.0,39.2,0
96772.0,165.55,0
96771.0,27.95,0
96767.0,17.98,0
96767.0,2378.55,0
96765.0,13.67,0
96763.0,4.06,0
96756.0,74.91,0
96756.0,11.36,0
96755.0,4.0,0
96755.0,20.0,0
96752.0,44.1,0
96752.0,5.0,0
96749.0,128.0,0
96746.0,46.14,0
96745.0,17.6,0
96745.0,37.4,0
96745.0,150.0,0
96740.0,9.8,0
96738.0,9.94,0
96735.0,15.74,0
96735.0,14.36,0
96733.0,4.9,0
96727.0,4.48,0
96726.0,26.0,0
96726.0,3.99,0
96725.0,20.58,0
96722.0,15.0,0
96721.0,15.34,0
96717.0,1.0,1
96717.0,20.0,0
96709.0,1.0,0
96707.0,7.94,0
96706.0,55.0,0
96706.0,15.58,0
96705.0,3.08,0
96705.0,4.06,0
96703.0,17.99,0
96702.0,19.5,0
96702.0,23.37,0
96699.0,72.0,0
96699.0,445.67,0
96697.0,500.0,0
96694.0,8.37,0
96691.0,30.32,0
96684.0,23.24,0
96682.0,81.58,0
96682.0,500.0,0
96681.0,21.0,0
96673.0,149.3,0
96673.0,24.0,0
96669.0,8.99,0
96657.0,500.0,0
96657.0,0.76,0
96657.0,12.48,0
96654.0,14.77,0
96654.0,9.86,0
96653.0,6.5,0
96651.0,12.99,0
96650.0,22.8,0
96647.0,4.14,0
96644.0,9.99,0
96643.0,11.0,0
96640.0,15.05,0
96634.0,24.5,0
96634.0,1.0,0
96632.0,2.58,0
96631.0,16.5,0
96629.0,19.38,0
96629.0,346.02,0
96628.0,87.36,0
96628.0,53.77,0
96627.0,1920.9,0
96624.0,1.79,0
96620.0,4.9,0
96617.0,59.9,0
96617.0,21.36,0
96610.0,4.9,0
96596.0,8.99,0
96595.0,2.56,0
96592.0,44.9,0
96591.0,30.0,0
96590.0,1008.99,0
96584.0,229.0,0
96582.0,39.83,0
96577.0,135.7,0
96575.0,219.6,0
96573.0,28.0,0
96569.0,42.19,0
96568.0,143.79,0
96568.0,25.0,0
96566.0,6.03,0
96557.0,41.13,0
96556.0,3.29,0
96556.0,19.0,0
96556.0,1856.09,0
96553.0,119.0,0
96550.0,60.82,0
96550.0,146.0,0
96545.0,9.8,0
96543.0,227.0,0
96541.0,245.4,0
96541.0,24.5,0
96541.0,146.0,0
96540.0,65.0,0
96536.0,87.99,0
96534.0,116.85,0
96534.0,38.5,0
96534.0,14.26,0
96533.0,39.6,0
96532.0,6.03,0
96532.0,97.5,0
96532.0,9.99,0
96531.0,19.61,0
96531.0,14.7,0
96529.0,24.5,0
96528.0,8.36,0
96525.0,96.0,0
96520.0,10.68,0
96518.0,11.0,0
96516.0,405.19,0
96515.0,11.21,0
96514.0,131.0,0
96514.0,49.5,0
96509.0,1003.41,0
96507.0,29.4,0
96505.0,15.45,0
96501.0,128.7,0
96497.0,17.08,0
96496.0,47.97,0
96494.0,9.8,0
96492.0,28.25,0
96490.0,8.0,0
96490.0,4.49,0
96489.0,6.41,0
96487.0,128.82,0
96486.0,200.8,0
96485.0,1396.74,0
96482.0,4.9,0
96482.0,356.3,0
96481.0,10.0,0
96473.0,45.86,0
96472.0,71.33,0
96469.0,74.91,0
96469.0,14.48,0
96469.0,18.7,0
96468.0,79.6,0
96466.0,29.43,0
96464.0,37.83,0
96463.0,41.03,0
96460.0,12.8,0
96458.0,4.99,0
96457.0,5.72,0
96456.0,188.31,0
96456.0,1.78,0
96454.0,3.69,0
96452.0,79.5,0
96451.0,23.0,0
96450.0,107.6,0
96449.0,12.22,0
96445.0,7.93,0
96442.0,20.9,0
96442.0,4.9,0
96441.0,178.4,0
96439.0,21.75,0
96438.0,1.98,0
96437.0,0.76,0
96436.0,145.2,0
96436.0,158.4,0
96431.0,133.47,0
96427.0,34.3,0
96424.0,1.98,0
96423.0,181.0,0
96420.0,39.6,0
96419.0,132.73,0
96415.0,299.89,0
96414.0,232.73,0
96414.0,439.2,0
96414.0,15.0,0
96412.0,57.94,0
96410.0,19.6,0
96409.0,33.45,0
96408.0,7.06,0
96408.0,27.99,0
96407.0,3.27,0
96406.0,4.9,0
96404.0,9.8,0
96403.0,20.3,0
96402.0,19.6,0
96400.0,21.59,0
96395.0,176.6,0
96394.0,19.89,0
96391.0,20.0,0
96390.0,189.5,0
96385.0,34.1,0
96383.0,6.6,0
96379.0,6.48,0
96379.0,4.49,0
96378.0,20.0,0
96376.0,15.08,0
96373.0,20.91,0
96367.0,265.5,0
96366.0,24.5,0
96364.0,29.99,0
96362.0,50.0,0
96359.0,128.14,0
96357.0,71.72,0
96356.0,13.64,0
96352.0,20.06,0
96351.0,29.3,0
96349.0,79.0,0
96349.0,38.0,0
96344.0,16.98,0
96343.0,161.7,0
96338.0,59.48,0
96336.0,29.99,0
96334.0,13.99,0
96333.0,15.13,0
96328.0,6.03,0
96326.0,5.47,0
96324.0,4.06,0
96324.0,29.99,0
96323.0,125.0,0
96323.0,15.74,0
96320.0,1361.26,0
96319.0,295.2,0
96318.0,14.7,0
96315.0,14.95,0
96314.0,0.89,0
96314.0,29.99,0
96309.0,105.77,0
96308.0,26.08,0
96304.0,6.69,0
96301.0,30.34,0
96300.0,20.53,0
96298.0,20.0,0
96296.0,7.42,0
96296.0,1.29,0
96294.0,96.53,0
96294.0,117.0,0
96294.0,2.86,0
96292.0,333.65,0
96291.0,33.59,1
96289.0,8.2,0
96288.0,2.27,0
96284.0,3.3,0
96279.0,200.0,0
96278.0,29.4,0
96277.0,50.0,0
96275.0,95.0,0
96274.0,29.98,0
96271.0,13.2,0
96270.0,181.85,0
96270.0,10.18,0
96268.0,249.6,0
96268.0,246.75,0
96267.0,79.0,0
96265.0,12.05,0
96257.0,216.95,0
96254.0,4.49,0
96250.0,170.32,0
96250.0,14.0,0
96247.0,56.83,0
96246.0,7.25,0
96245.0,211.35,0
96243.0,14.0,0
96240.0,190.63,0
96239.0,273.77,0
96238.0,6.59,0
96238.0,4.9,0
96238.0,8.0,0
96235.0,359.81,0
96235.0,2.86,0
96234.0,0.89,0
96234.0,31.81,0
96228.0,17.3,0
96226.0,4.9,0
96225.0,5.8,0
96224.0,48.3,0
96223.0,4.9,0
96221.0,20.38,0
96221.0,8.99,0
96220.0,34.3,0
96217.0,59.74,0
96215.0,49.2,0
96215.0,16.1,0
96212.0,9.05,0
96209.0,14.0,0
96209.0,7.49,0
96207.0,9.9,0
96206.0,49.2,0
96202.0,19.5,0
96198.0,5.44,0
96192.0,14.5,0
96188.0,6.5,0
96186.0,8.99,0
96183.0,119.93,0
96181.0,12.49,0
96180.0,9.55,0
96177.0,27.18,0
96168.0,27.63,0
96167.0,39.9,0
96163.0,69.0,0
96160.0,9.0,0
96159.0,24.27,0
96158.0,4.9,0
96158.0,3.3,0
96158.0,186.0,0
96156.0,15.99,0
96155.0,15.0,0
96153.0,4.95,0
96152.0,74.91,0
96151.0,6.03,0
96151.0,342.8,0
96148.0,1.89,0
96146.0,166.86,0
96142.0,4.9,0
96136.0,15.09,0
96136.0,9.8,0
96135.0,18.96,1
96131.0,20.0,0
96128.0,39.77,0
96126.0,4.9,0
96121.0,1000.0,0
96121.0,4.09,0
96120.0,226.5,0
96120.0,1.29,0
96117.0,100.0,0
96115.0,802.67,0
96113.0,4.49,0
96107.0,69.4,0
96107.0,58.5,0
96104.0,9.9,0
96097.0,14.7,0
96096.0,53.9,0
96094.0,21.0,0
96094.0,4.49,0
96094.0,9.99,0
96090.0,124.8,0
96083.0,6.6,0
96075.0,17.99,0
96069.0,41.42,0
96067.0,95.7,0
96065.0,15.0,0
96063.0,19.8,0
96062.0,24.23,0
96061.0,32.5,0
96060.0,7.68,0
96060.0,4.9,0
96059.0,107.77,0
96056.0,32.0,0
96055.0,50.0,0
96054.0,99.99,0
96054.0,15.0,0
96053.0,14.22,0
96044.0,25.6,0
96042.0,5.49,0
96042.0,41.31,0
96040.0,15.78,0
96039.0,124.8,0
96039.0,71.95,0
96038.0,21.0,0
96038.0,0.54,0
96035.0,110.4,0
96032.0,4.9,0
96031.0,8.99,0
96031.0,163.59,0
96030.0,52.79,0
96028.0,8.57,0
96028.0,11.34,0
96026.0,200.0,0
96023.0,1680.0,0
96022.0,544.9,0
96018.0,7.4,0
96007.0,448.81,0
96003.0,1.0,0
96000.0,4.92,0
95999.0,1.79,0
95998.0,1.0,0
95997.0,238.81,0
95994.0,6.0,0
95993.0,132.89,0
95993.0,52.06,0
95992.0,132.74,0
95989.0,119.43,0
95981.0,1.0,0
95980.0,45.16,0
95978.0,4.64,0
95973.0,16.35,0
95969.0,8.94,0
95965.0,5.49,0
95961.0,37.75,0
95957.0,50.14,0
95952.0,28.92,0
95944.0,50.0,0
95932.0,9.0,0
95923.0,4.6,0
95919.0,151.58,0
95915.0,84.13,0
95912.0,5.67,0
95912.0,1.98,0
95908.0,0.99,0
95904.0,4.49,0
95903.0,33.99,0
95891.0,21.85,0
95888.0,69.99,0
95883.0,126.0,0
95878.0,10.96,0
95864.0,24.0,0
95864.0,35.0,0
95860.0,3.89,0
95853.0,0.89,0
95843.0,23.45,0
95842.0,9.41,0
95841.0,39.99,0
95841.0,38.0,0
95837.0,12.64,0
95835.0,14.26,0
95834.0,3.83,0
95834.0,22.75,0
95833.0,0.89,0
95832.0,51.5,0
95831.0,118.95,0
95813.0,40.49,0
95808.0,16.2,0
95804.0,24.6,0
95801.0,1.98,0
95798.0,3.59,0
95793.0,38.0,0
95788.0,8.86,0
95783.0,7.53,0
95775.0,3.89,0
95769.0,22.47,0
95767.0,4.9,0
95762.0,6.0,0
95760.0,140.75,0
95760.0,150.38,0
95759.0,7.58,0
95759.0,145.63,0
95754.0,29.0,0
95752.0,23.43,0
95750.0,37.44,0
95745.0,42.78,0
95736.0,1.0,0
95735.0,0.01,0
95732.0,13.44,0
95732.0,16.51,0
95730.0,11.35,0
95729.0,6.48,0
95725.0,7.49,0
95724.0,0.01,0
95722.0,0.01,0
95720.0,0.01,0
95719.0,12.99,0
95718.0,520.58,0
95717.0,0.01,0
95716.0,1948.52,0
95715.0,0.01,0
95714.0,0.01,0
95713.0,9.29,0
95712.0,1.0,0
95710.0,0.01,0
95709.0,35.0,0
95708.0,0.01,0
95707.0,3.84,0
95706.0,0.01,0
95704.0,0.01,0
95703.0,0.01,0
95701.0,0.01,0
95696.0,0.01,0
95694.0,0.76,0
95694.0,0.01,0
95692.0,0.01,0
95690.0,0.02,0
95689.0,0.01,0
95687.0,0.01,0
95686.0,100.21,0
95685.0,0.01,0
95685.0,41.96,0
95683.0,0.01,0
95683.0,112.95,0
95683.0,128.2,0
95682.0,40.2,0
95681.0,0.01,0
95680.0,0.01,0
95679.0,1.99,0
95679.0,10.22,0
95678.0,0.01,0
95676.0,0.01,0
95675.0,106.99,0
95674.0,0.01,0
95672.0,1.0,0
95672.0,0.01,0
95670.0,0.01,0
95670.0,26.66,0
95669.0,15.61,0
95669.0,0.01,0
95667.0,0.01,0
95666.0,14.95,0
95666.0,1.39,0
95666.0,50.0,0
95665.0,0.01,0
95663.0,0.01,0
95661.0,0.01,0
95661.0,0.97,0
95660.0,6.95,0
95660.0,108.05,0
95659.0,0.01,0
95656.0,0.01,0
95654.0,70.23,0
95654.0,0.01,0
95652.0,0.01,0
95651.0,0.01,0
95649.0,0.01,0
95647.0,0.01,0
95647.0,41.0,0
95645.0,0.01,0
95644.0,0.01,0
95643.0,1.0,0
95642.0,146.94,0
95641.0,0.01,0
95640.0,0.01,0
95638.0,0.01,0
95636.0,0.01,0
95635.0,199.0,0
95635.0,43.25,0
95634.0,0.01,0
95632.0,0.01,0
95630.0,21.38,0
95630.0,0.01,0
95628.0,0.01,0
95628.0,1.63,1
95627.0,0.01,0
95626.0,38.2,0
95625.0,0.01,0
95625.0,7.39,0
95623.0,0.01,0
95623.0,7.68,0
95621.0,622.43,0
95620.0,65.27,0
95618.0,1.79,0
95612.0,0.01,0
95612.0,11.6,0
95611.0,31.34,0
95604.0,10.0,0
95604.0,34.89,0
95603.0,3.09,0
95602.0,21.99,0
95601.0,160.46,0
95601.0,212.0,0
95600.0,85.67,0
95600.0,1.98,0
95597.0,9.99,0
95597.0,0.01,0
95594.0,0.01,0
95593.0,0.01,0
95592.0,162.33,0
95592.0,41.5,0
95591.0,0.01,0
95589.0,3.13,0
95589.0,0.01,0
95587.0,0.01,0
95585.0,5.99,0
95585.0,0.01,0
95584.0,22.7,0
95584.0,266.93,0
95583.0,0.01,0
95582.0,0.01,0
95580.0,0.01,0
95579.0,24.34,0
95578.0,8.99,0
95576.0,75.0,0
95575.0,0.01,0
95573.0,0.01,0
95571.0,0.01,0
95571.0,7.58,0
95569.0,93.97,0
95569.0,0.01,0
95568.0,29.99,0
95568.0,0.01,0
95566.0,0.01,0
95564.0,0.01,0
95563.0,5.49,0
95562.0,0.01,0
95561.0,80.93,0
95560.0,22.57,0
95560.0,0.01,0
95559.0,1.63,1
95558.0,48.0,0
95558.0,0.01,0
95557.0,12.99,0
95556.0,42.0,0
95556.0,0.01,0
95555.0,3.84,0
95554.0,0.01,0
95552.0,100.58,0
95552.0,0.01,0
95550.0,0.01,0
95549.0,0.01,0
95548.0,5.3,0
95548.0,10.0,0
95547.0,1.79,0
95544.0,0.01,0
95544.0,156.8,0
95543.0,124.25,0
95543.0,0.01,0
95541.0,0.01,0
95539.0,16.13,0
95539.0,0.01,0
95537.0,0.01,0
95536.0,0.01,0
95536.0,3.53,0
95535.0,362.22,0
95534.0,0.01,0
95532.0,0.01,0
95530.0,169.7,0
95530.0,0.01,0
95530.0,30.51,0
95527.0,455.75,0
95526.0,0.01,0
95526.0,10.32,0
95524.0,0.01,0
95523.0,0.01,0
95522.0,31.27,0
95522.0,8.76,0
95521.0,0.01,0
95519.0,0.01,0
95519.0,12.99,0
95517.0,0.01,0
95515.0,0.01,0
95514.0,332.92,0
95513.0,0.01,0
95512.0,5.45,0
95511.0,0.01,0
95510.0,7.1,0
95510.0,0.01,0
95509.0,7.56,0
95508.0,0.01,0
95506.0,1.37,0
95504.0,19.99,0
95504.0,0.01,0
95502.0,0.01,0
95501.0,4.49,0
95499.0,0.01,0
95499.0,12.99,0
95498.0,0.01,0
95498.0,409.4,0
95495.0,177.56,0
95491.0,0.01,0
95491.0,0.89,0
95489.0,0.01,0
95489.0,83.23,0
95487.0,0.0,0
95487.0,0.01,0
95485.0,0.01,0
95484.0,1.45,0
95484.0,20.0,0
95483.0,0.01,0
95482.0,49.99,0
95481.0,0.01,0
95480.0,0.01,0
95480.0,13.98,0
95478.0,0.01,0
95477.0,4.99,0
95475.0,0.01,0
95474.0,0.01,0
95474.0,6.99,0
95474.0,10.58,0
95473.0,99.89,0
95471.0,0.01,0
95469.0,0.01,0
95468.0,0.01,0
95466.0,0.01,0
95464.0,0.01,0
95462.0,1.79,0
95462.0,0.01,0
95461.0,249.0,0
95460.0,0.01,0
95460.0,7.44,0
95460.0,31.92,0
95459.0,61.0,0
95458.0,0.01,0
95458.0,3.6,0
95456.0,0.01,0
95456.0,11.18,0
95455.0,13.72,0
95454.0,0.01,0
95454.0,7.44,0
95454.0,8.2,0
95453.0,0.01,0
95453.0,44.15,0
95451.0,0.01,0
95449.0,54.31,0
95447.0,0.01,0
95446.0,14.59,0
95442.0,0.01,0
95442.0,6.6,0
95441.0,0.01,0
95441.0,10.0,0
95441.0,11.07,0
95440.0,227.14,0
95439.0,0.01,0
95439.0,4.58,0
95437.0,0.01,0
95434.0,0.01,0
95433.0,0.01,0
95433.0,0.89,0
95431.0,0.01,0
95429.0,0.01,0
95427.0,0.01,0
95425.0,0.01,0
95423.0,45.99,0
95423.0,0.01,0
95422.0,1.98,0
95421.0,0.01,0
95419.0,0.01,0
95417.0,8.92,0
95416.0,16.98,0
95415.0,0.83,0
95412.0,6.0,0
95410.0,5.75,0
95404.0,7.56,0
95397.0,19.99,0
95395.0,125.0,0
95395.0,119.0,0
95395.0,135.0,0
95393.0,149.0,0
95391.0,20.94,0
95389.0,103.75,0
95388.0,58.38,0
95384.0,54.38,0
95382.0,0.6,0
95380.0,47.0,0
95371.0,8.99,0
95367.0,39.9,0
95361.0,359.22,0
95360.0,8.2,0
95360.0,13.48,0
95343.0,28.0,0
95338.0,45.69,0
95328.0,4.0,0
95328.0,58.38,0
95319.0,4.49,0
95313.0,195.4,0
95313.0,30.81,0
95300.0,18.49,0
95299.0,1.54,0
95298.0,110.7,0
95296.0,65.76,0
95292.0,1.0,0
95291.0,50.0,0
95291.0,7.58,0
95289.0,12.99,0
95286.0,0.99,0
95286.0,18910.0,0
95282.0,8.54,0
95279.0,25.0,0
95277.0,319.05,0
95273.0,9.98,0
95268.0,21.46,0
95265.0,9.99,0
95261.0,4.31,0
95259.0,50.0,0
95254.0,52.0,0
95250.0,17.45,0
95248.0,10.11,0
95247.0,59.9,0
95245.0,10.0,0
95245.0,43.69,0
95241.0,24.75,0
95237.0,214.17,0
95226.0,7.8,0
95220.0,0.91,0
95214.0,38.0,0
95206.0,21.67,0
95206.0,379.16,0
95198.0,11.61,0
95193.0,37.83,0
95191.0,280.68,0
95189.0,4.49,0
95188.0,38.72,0
95185.0,27.49,0
95176.0,88.11,0
95175.0,20.0,0
95171.0,8.95,0
95170.0,23.5,0
95163.0,265.25,0
95158.0,93.22,0
95150.0,22.25,0
95149.0,17.0,0
95149.0,44.17,0
95146.0,111.45,0
95144.0,19.95,0
95138.0,7.42,0
95136.0,1.98,0
95136.0,13.0,0
95135.0,99.0,0
95134.0,8.9,0
95129.0,259.45,0
95118.0,13.0,0
95115.0,112.21,0
95109.0,7.58,0
95108.0,2.99,0
95102.0,7.39,0
95100.0,25.88,0
95092.0,4.07,0
95083.0,0.89,0
95082.0,0.89,0
95079.0,1.42,0
95078.0,122.52,0
95074.0,22.7,0
95065.0,47.52,0
95062.0,208.78,0
95061.0,14.18,0
95056.0,6.35,0
95055.0,135.01,0
95054.0,12.66,0
95054.0,23.51,0
95047.0,11.5,0
95044.0,34.01,0
95042.0,0.72,0
95042.0,18.88,0
95039.0,4.49,0
95035.0,15.13,0
95033.0,7.64,0
95033.0,0.89,0
95032.0,14.95,0
95032.0,9.99,0
95028.0,9.48,0
95026.0,833.6,0
95023.0,50.0,0
95020.0,1.29,0
95019.0,239.96,0
95015.0,187.0,0
95010.0,10.0,0
95010.0,0.99,0
95003.0,107.1,0
95002.0,33.82,0
95001.0,39.99,0
94996.0,107.1,0
94994.0,56.98,0
94992.0,119.8,0
94983.0,178.98,0
94978.0,23.27,0
94975.0,21.7,0
94973.0,30.81,0
94973.0,4.37,0
94971.0,4.76,0
94969.0,0.89,0
94961.0,4.49,0
94958.0,8.76,0
94957.0,60.92,0
94957.0,1.0,0
94952.0,571.48,1
94946.0,6.9,0
94941.0,99.95,0
94935.0,1.29,0
94933.0,67.5,0
94932.0,208.78,0
94929.0,59.9,0
94929.0,15.87,0
94915.0,9.99,0
94905.0,1.0,0
94903.0,1.79,0
94903.0,46.03,0
94900.0,35.0,0
94889.0,4.49,0
94886.0,28.0,0
94885.0,12.88,0
94882.0,2.68,0
94881.0,9.99,0
94878.0,42.0,0
94878.0,15.92,0
94875.0,11.5,0
94872.0,5.18,0
94869.0,23.99,0
94868.0,23.5,0
94862.0,84.16,0
94857.0,147.97,0
94853.0,41.7,0
94844.0,15.13,0
94844.0,16.99,0
94839.0,62.73,0
94837.0,65.5,0
94836.0,0.81,0
94830.0,591.82,0
94824.0,4.96,0
94820.0,37.17,0
94818.0,8.49,0
94817.0,0.0,0
94814.0,15.16,0
94811.0,1.0,0
94810.0,27.3,0
94808.0,116.0,0
94803.0,0.5,0
94798.0,24.27,0
94796.0,80.0,0
94794.0,247.64,0
94788.0,56.21,0
94788.0,66.15,0
94785.0,1.98,0
94783.0,5.49,0
94783.0,235.54,0
94782.0,42.0,0
94782.0,0.76,0
94780.0,56.92,0
94780.0,7.0,0
94773.0,64.0,0
94772.0,46.55,0
94767.0,154.0,0
94766.0,21.0,0
94764.0,8.64,0
94761.0,29.99,0
94760.0,20.91,0
94757.0,49.61,0
94750.0,34.56,0
94747.0,7.56,0
94747.0,41.39,0
94746.0,25.0,0
94735.0,9.79,0
94733.0,180.29,0
94733.0,14.7,0
94732.0,15.99,0
94728.0,10.0,0
94718.0,9.99,0
94709.0,1.51,0
94708.0,5.07,0
94707.0,200.0,0
94705.0,0.01,0
94696.0,26.81,0
94693.0,19.99,0
94690.0,128.0,0
94678.0,45.0,0
94674.0,56.13,0
94666.0,45.0,0
94656.0,1.02,0
94645.0,3.79,0
94644.0,0.89,0
94643.0,26.55,0
94643.0,36.0,0
94640.0,4.95,0
94640.0,11.38,0
94630.0,8.98,0
94626.0,11.5,0
94625.0,33.76,1
94625.0,1.29,0
94625.0,11.36,0
94620.0,13.7,0
94619.0,23.38,0
94615.0,15.26,0
94611.0,9.08,0
94611.0,38.65,0
94605.0,1.16,0
94601.0,59.9,0
94597.0,15.99,0
94596.0,59.9,0
94593.0,6.89,0
94589.0,14.99,0
94584.0,1.29,0
94583.0,18.5,0
94583.0,38.41,0
94579.0,32.98,0
94579.0,4.0,0
94567.0,9.99,0
94566.0,3.0,0
94564.0,11.5,0
94563.0,35.23,0
94558.0,6.99,0
94549.0,46.94,0
94549.0,6.99,0
94544.0,10.0,0
94542.0,6.99,0
94541.0,7.49,0
94540.0,3.58,0
94537.0,15.13,0
94537.0,43.24,0
94533.0,39.99,0
94529.0,1.0,0
94529.0,20.99,0
94526.0,0.89,0
94520.0,124.92,0
94515.0,11.27,0
94515.0,0.89,0
94514.0,7.63,0
94514.0,31.85,0
94512.0,5.0,0
94506.0,49.83,0
94504.0,1.44,0
94503.0,44.01,0
94500.0,250.0,0
94498.0,7.87,0
94495.0,79.0,0
94494.0,10.62,0
94486.0,49.16,0
94484.0,177.5,0
94483.0,51.5,0
94480.0,7.82,0
94477.0,19.75,0
94475.0,4.0,0
94473.0,1930.46,0
94471.0,15.0,0
94467.0,1.98,0
94462.0,75.1,0
94459.0,241.66,0
94452.0,127.69,0
94448.0,45.81,0
94440.0,72.84,0
94438.0,6.57,0
94431.0,4.49,0
94430.0,15.16,0
94428.0,0.75,0
94427.0,1.0,0
94422.0,1.54,0
94422.0,561.05,0
94418.0,69.99,0
94415.0,1702.0,0
94414.0,23.42,0
94407.0,30.31,0
94407.0,354.77,0
94401.0,8.64,0
94399.0,980.0,0
94399.0,2.77,0
94399.0,5.49,0
94398.0,52.91,0
94395.0,21.5,0
94394.0,11.67,0
94390.0,13.99,0
94389.0,4.99,0
94386.0,149.0,0
94386.0,10.7,0
94381.0,0.89,0
94380.0,25.0,0
94378.0,6.03,0
94376.0,59.9,0
94371.0,56.86,0
94368.0,27.99,0
94366.0,1.51,0
94366.0,15.0,0
94364.0,9.99,0
94364.0,1.0,1
94362.0,1.0,1
94362.0,1.0,1
94362.0,1.0,1
94362.0,1.0,1
94361.0,695.41,0
94359.0,1001.78,0
94358.0,200.0,0
94358.0,4.49,0
94351.0,8.94,0
94349.0,75.66,0
94344.0,5.38,0
94338.0,39.0,0
94334.0,30.15,0
94334.0,60.68,0
94330.0,0.99,0
94330.0,12.74,0
94330.0,25.0,0
94326.0,11.03,0
94323.0,10.0,0
94318.0,53.38,0
94315.0,55.08,0
94313.0,4.99,0
94312.0,49.0,0
94309.0,3.14,0
94306.0,10.94,0
94306.0,127.96,0
94303.0,7.09,0
94301.0,0.75,0
94299.0,76.83,0
94298.0,6.16,0
94297.0,151.33,0
94296.0,7.53,0
94295.0,6.57,0
94292.0,10.27,0
94291.0,55.08,0
94281.0,13.56,0
94277.0,6.57,0
94276.0,63.58,0
94275.0,5.49,0
94274.0,20.41,0
94270.0,6.57,0
94267.0,55.08,0
94259.0,45.48,0
94257.0,6.0,0
94257.0,9.5,0
94254.0,388.54,0
94252.0,28.2,0
94250.0,523.62,0
94248.0,913.55,0
94246.0,16.91,0
94241.0,200.0,0
94240.0,1.5,0
94238.0,14.99,0
94234.0,14.41,0
94228.0,7.73,0
94225.0,21.15,0
94221.0,0.89,0
94214.0,2.68,0
94213.0,34.99,0
94205.0,80.0,0
94203.0,37.73,0
94202.0,11.35,0
94202.0,19.5,0
94199.0,24.06,0
94193.0,8.68,0
94192.0,37.83,0
94187.0,1.0,0
94180.0,1.29,0
94179.0,10.71,0
94178.0,11.35,0
94177.0,3.03,0
94177.0,3.06,0
94170.0,4.49,0
94167.0,27.7,0
94166.0,66.85,0
94163.0,8.99,0
94159.0,2.28,0
94156.0,60.53,0
94155.0,82.05,0
94155.0,98.61,0
94153.0,88.5,0
94146.0,8.99,0
94145.0,1.0,0
94144.0,6.99,0
94141.0,45.48,1
94135.0,43.65,0
94133.0,15.0,0
94133.0,14.99,0
94131.0,15.91,0
94131.0,19.95,0
94131.0,141.0,0
94123.0,7.18,0
94121.0,4.69,0
94119.0,318.0,0
94116.0,0.89,0
94115.0,1.0,0
94111.0,29.56,0
